SN,Symbol,LTP,LTV,Point Change,% Change,Open Price,High Price,Low Price,Avg Traded Price,Volume,Previous Closing
276,BBC,"5,848.00",10,16.00,0.27,"5,915.00","5,915.00","5,787.00","5,809.15",665,"5,832.00"
277,NSIF2,10.25,500,-0.01,-0.10,10.06,10.27,10.06,10.25,"2,750",10.26
278,NICD88,"1,023.00",47,3.00,0.29,"1,023.00","1,023.00","1,023.00","1,023.00",72,"1,020.00"
279,MND84/85,"1,031.00",20,-21.00,-2.00,"1,031.00","1,031.00","1,031.00","1,031.00",20,"1,052.00"
280,GWFD83,"1,200.00",55,-7.00,-0.58,"1,196.00","1,200.00","1,196.00","1,198.70",230,"1,207.00"
281,MBLD87,"1,030.00",25,9.00,0.88,"1,030.00","1,030.00","1,030.00","1,030.00",25,"1,021.00"
282,GBILD84/85,"1,135.00",25,-15.00,-1.30,"1,135.00","1,135.00","1,135.00","1,135.00",25,"1,150.00"
283,SCBD,"1,065.00",20,-16.00,-1.48,"1,081.00","1,081.00","1,065.00","1,065.02",25,"1,081.00"
284,BNT,"13,550.00",15,-1.10,-0.01,"13,750.00","13,800.00","13,501.00","13,611.59",134,"13,551.10"
285,NICSF,9.75,102,0.54,5.86,9.20,9.95,9.20,9.59,"47,513",9.21
286,NICBF,9.17,400,-0.01,-0.11,9.35,9.35,9.17,9.20,600,9.18
287,SBLD2082,"1,046.00",5,-19.00,-1.78,"1,050.10","1,050.10","1,046.00","1,049.27",140,"1,065.00"
288,PBD88,"1,116.00",25,5.00,0.45,"1,111.00","1,116.00","1,111.00","1,114.48",82,"1,111.00"
289,GBBD85,"1,025.10",25,0.10,0.01,"1,025.00","1,025.10","1,025.00","1,025.10",30,"1,025.00"
290,NIBLGF,8.65,200,-0.12,-1.37,8.60,8.65,8.60,8.63,400,8.77
291,JBBD87,"1,050.00",300,14.00,1.35,"1,050.00","1,050.00","1,050.00","1,050.00",300,"1,036.00"
292,SBID89,"1,099.50",10,0.50,0.05,"1,099.50","1,099.50","1,099.50","1,099.50",10,"1,099.00"
293,NIMBPO,163.00,10,-0.10,-0.06,164.50,164.50,159.90,160.18,311,163.10
294,NMB50,10.40,100,0.17,1.66,10.43,10.43,10.23,10.25,"2,800",10.23
295,BOKD86,"1,030.00",25,0.00,0.00,"1,030.00","1,030.00","1,030.00","1,030.00",25,"1,030.00"
296,SDBD87,"1,050.00",100,10.00,0.96,"1,049.00","1,050.00","1,049.00","1,049.50",200,"1,040.00"
297,ICFCD83,"1,210.00",190,-3.00,-0.25,"1,210.00","1,210.00","1,210.00","1,210.00",190,"1,213.00"
298,KBLD89,"1,140.30",1,0.00,0.00,"1,140.30","1,140.30","1,140.30","1,135.34",5,"1,140.30"
299,SBLD84,"1,008.50",25,-20.50,-1.99,"1,008.50","1,008.50","1,008.50","1,008.50",25,"1,029.00"
300,CBLD88,"1,137.00",45,-23.00,-1.98,"1,137.00","1,137.00","1,137.00","1,137.00",45,"1,160.00"
301,C30MF,8.90,200,-0.10,-1.11,8.90,8.90,8.90,8.90,200,9.00
302,RBCLPO,"11,300.00",20,-200.00,-1.74,"11,310.00","11,310.00","11,300.00","11,302.75",40,"11,500.00"
303,MFLD85,"1,055.00",25,5.00,0.48,"1,055.00","1,055.00","1,055.00","1,055.00",25,"1,050.00"
304,NMLBBLP,366.00,"1,000",1.00,0.27,366.00,366.00,366.00,366.00,"1,000",365.00
305,BNL,"19,789.10",10,"1,789.10",9.94,"18,000.00","19,800.00","18,000.00","19,132.71",80,"18,000.00"
306,CMF2,9.28,100,0.00,0.00,9.28,9.28,9.28,9.28,100,9.28
